file,Model Seç,output,timestamp
.gradio\flagged\file\ae5aa6196a258291f893\ir.model.fields.xlsx,Classification,"Seçilen model: Classification
Dosya adı: C:\Users\Serkan\AppData\Local\Temp\gradio\a85ca6900144aeeb7c015b1b7ecbb86b118d8b147278a4fd546f57ac6f0e6b9c\ir.model.fields.xlsx",2026-02-27 21:52:45.014847
